iter	MultiClass
0	1.30932782
1	1.240792628
2	1.178486442
3	1.122272341
4	1.07082484
5	1.023321105
6	0.9796372858
7	0.9391150418
8	0.9015864831
9	0.8662169873
10	0.8331731669
11	0.8022869765
12	0.7730366938
13	0.745599953
14	0.7197172482
15	0.6952889711
16	0.6722322891
17	0.650439802
18	0.6297611955
19	0.6100435096
20	0.591212665
21	0.5729778526
22	0.5556556847
23	0.5394877248
24	0.5239790781
25	0.5090443075
26	0.4946206739
27	0.4806834711
28	0.4677108216
29	0.4550889813
30	0.4428820842
31	0.4313492692
32	0.4201687304
33	0.4094858408
34	0.3991541579
35	0.3891242317
36	0.379626169
37	0.3703781138
38	0.3614361331
39	0.3528308388
40	0.3446057004
41	0.3366483446
42	0.3290155641
43	0.321467995
44	0.3143588313
45	0.3073431147
46	0.3006964675
47	0.2941236439
48	0.2879170443
49	0.2816101255
50	0.2756549041
51	0.2698362865
52	0.2642542973
53	0.2588937576
54	0.2536698627
55	0.2487726492
56	0.243920776
57	0.2390695539
58	0.2345167548
59	0.2299733265
60	0.2256337475
61	0.2215117647
62	0.2174809173
63	0.213640507
64	0.2097883606
65	0.2060006197
66	0.202408942
67	0.1987215051
68	0.1953803753
69	0.1923105304
70	0.1891181459
71	0.1860700359
72	0.1831228972
73	0.1800090596
74	0.1772292514
75	0.1746155176
76	0.17183801
77	0.1691802624
78	0.1665293537
79	0.1639196437
80	0.1615460306
81	0.1590065951
82	0.156802901
83	0.1544706853
84	0.1522198424
85	0.1500877337
86	0.1481268138
87	0.1460934798
88	0.1441100384
89	0.1421657589
90	0.1403142889
91	0.1384609786
92	0.1367097065
93	0.1349485011
94	0.1332138915
95	0.1314891435
96	0.1299800336
97	0.1283755513
98	0.1267648911
99	0.1252572849
100	0.1238391407
101	0.1224147354
102	0.1210275484
103	0.1196484589
104	0.1183518993
105	0.1170266276
106	0.1157609776
107	0.1145292352
108	0.1132786244
109	0.1120700186
110	0.1108694531
111	0.1097115084
112	0.108567908
113	0.1074884257
114	0.1064280097
115	0.1054285527
116	0.1043918258
117	0.1033656107
118	0.1023465324
119	0.1013465204
120	0.1004286244
121	0.09948846827
122	0.0986159095
123	0.09788149335
124	0.09704374458
125	0.09624963088
126	0.09539501256
127	0.09456392997
128	0.09378891587
129	0.09302262564
130	0.09242073294
131	0.09164005063
132	0.09091515993
133	0.09022686243
134	0.08944584218
135	0.08880638039
136	0.08817283615
137	0.08754728168
138	0.08682968769
139	0.08622073439
140	0.0855777366
141	0.08487668652
142	0.08437531757
143	0.08380765362
144	0.08331307373
145	0.08275285301
146	0.08221486391
147	0.08174167336
148	0.08121580437
149	0.08064726747
150	0.08025966092
151	0.07976908985
152	0.07934692
153	0.0788934439
154	0.07853515916
155	0.07805871831
156	0.0775922461
157	0.07707243845
158	0.07665392081
159	0.07613811065
160	0.07571690632
161	0.07542318419
162	0.07502227497
163	0.07462201586
164	0.07428101211
165	0.07377148658
166	0.07339527092
167	0.07300374884
168	0.07267997017
169	0.0723244097
170	0.07196889819
171	0.07159149475
172	0.07130038546
173	0.07094559241
174	0.07060750758
175	0.07029926335
176	0.07001327256
177	0.06959632535
178	0.0693636417
179	0.06904822491
180	0.0687020231
181	0.06840844515
182	0.06810056109
183	0.06782134351
184	0.06754868803
185	0.06729738309
186	0.06696069167
187	0.06660603787
188	0.06637191206
189	0.06611702609
190	0.06578922532
191	0.06559268178
192	0.06525165637
193	0.06495020426
194	0.06474288942
195	0.06453732514
196	0.06437648352
197	0.06412830892
198	0.06388575675
199	0.06367477773
200	0.06339568489
201	0.06314468123
202	0.06290342304
203	0.06261337806
204	0.06231660556
205	0.06216394238
206	0.06195644283
207	0.06165836377
208	0.06142984084
209	0.0612143473
210	0.06103050038
211	0.06078068032
212	0.06050418325
213	0.06028627974
214	0.06001181942
215	0.05983652235
216	0.05956662089
217	0.05941421128
218	0.05919232717
219	0.05901164455
220	0.05881079932
221	0.05857628841
222	0.05843659752
223	0.05829006416
224	0.05812603734
225	0.05797004173
226	0.05773045541
227	0.05745551744
228	0.05732480334
229	0.05718251325
230	0.05705778636
231	0.05678677515
232	0.05663561258
233	0.05647546165
234	0.05629071531
235	0.05604734281
236	0.05590239375
237	0.05567486925
238	0.05555534304
239	0.05540823402
240	0.05527336288
241	0.05514341588
242	0.05502103733
243	0.0548871242
244	0.05473750054
245	0.05461366177
246	0.05442177496
247	0.05427587762
248	0.05410820307
249	0.05401353845
250	0.05391000427
251	0.0537163452
252	0.0535230977
253	0.05339591103
254	0.0532666064
255	0.0531308756
256	0.05296277251
257	0.05283404391
258	0.05271344775
259	0.05261155105
260	0.05240537942
261	0.0523114363
262	0.0522164219
263	0.05206037158
264	0.05195088099
265	0.05186562012
266	0.05170164604
267	0.05154922914
268	0.05143982297
269	0.05132252635
270	0.05118190249
271	0.05109790514
272	0.05095268169
273	0.0508770965
274	0.05073264124
275	0.05061583557
276	0.05050560799
277	0.05033040777
278	0.05012742717
279	0.05005748354
280	0.04993850346
281	0.0498402006
282	0.04968702152
283	0.0495785631
284	0.04943837064
285	0.04929676253
286	0.04918021829
287	0.04908272423
288	0.04898519541
289	0.04890894597
290	0.04882625576
291	0.04873003206
292	0.04865200672
293	0.04855713013
294	0.04844204023
295	0.04832500552
296	0.04818076789
297	0.04803215804
298	0.04792452242
299	0.04782108814
300	0.04775317267
301	0.04766402616
302	0.04757684859
303	0.04749715514
304	0.04739141753
305	0.04726588303
306	0.0471850323
307	0.04711467876
308	0.04702975357
309	0.04692783579
310	0.04683855211
311	0.04675277351
312	0.04662431468
313	0.04651162637
314	0.04644326752
315	0.04636299359
316	0.0463020022
317	0.04621043507
318	0.04613059042
319	0.04606127933
320	0.0459755784
321	0.04589344983
322	0.04584098845
323	0.04574314771
324	0.04569107475
325	0.04553513093
326	0.04543696169
327	0.04536380517
328	0.04530328801
329	0.04518231508
330	0.04505146921
331	0.04495655987
332	0.04487952656
333	0.04477723603
334	0.04469862183
335	0.0446248641
336	0.04456119963
337	0.04449396543
338	0.04434816565
339	0.04424496175
340	0.04415187884
341	0.04407043123
342	0.04401646286
343	0.04394523826
344	0.04383484184
345	0.04374831191
346	0.04368194351
347	0.04362343256
348	0.0435560388
349	0.04347939548
350	0.04343345517
351	0.04337714487
352	0.04327978787
353	0.04321445605
354	0.0431411735
355	0.04308717134
356	0.04300481862
357	0.04294143881
358	0.04279813681
359	0.04272839907
360	0.04267258886
361	0.04258314171
362	0.04250025169
363	0.04245104311
364	0.0424017888
365	0.0423343643
366	0.04227891935
367	0.04217684843
368	0.04210860308
369	0.04202327318
370	0.04196600111
371	0.04191415628
372	0.04185400241
373	0.04174728925
374	0.04167908505
375	0.0415698359
376	0.04150078662
377	0.04144562275
378	0.04131794763
379	0.04126487946
380	0.04121190901
381	0.04109359552
382	0.04102870941
383	0.04097272823
384	0.04088695611
385	0.04082565527
386	0.04077626995
387	0.0407273499
388	0.04068194966
389	0.04060160306
390	0.04052187314
391	0.04045676269
392	0.04041029319
393	0.04029642076
394	0.04024204408
395	0.04019291792
396	0.04012930227
397	0.04009161378
398	0.03999901675
399	0.03990804788
400	0.03985022724
401	0.03980961377
402	0.03976512563
403	0.03970892056
404	0.03964620995
405	0.03958684739
406	0.03952850345
407	0.03948758651
408	0.03940981454
409	0.03937354702
410	0.03931568017
411	0.03927474885
412	0.0392369872
413	0.0392012767
414	0.03914716811
415	0.03907084845
416	0.03902685819
417	0.03897612752
418	0.03892577801
419	0.03885336351
420	0.03879254182
421	0.03871098607
422	0.03864651817
423	0.03858279115
424	0.03852616566
425	0.03845473969
426	0.03839345302
427	0.03835418526
428	0.0383045262
429	0.03826649826
430	0.03822991807
431	0.03819268106
432	0.03816067072
433	0.03811570259
434	0.03806585765
435	0.03798563543
436	0.03794771906
437	0.03790519091
438	0.03780676839
439	0.03774319967
440	0.03770588995
441	0.0376670805
442	0.03761512975
443	0.03757796878
444	0.0375171824
445	0.03745099138
446	0.03741880205
447	0.03735719718
448	0.03730358725
449	0.03725088138
450	0.03719258274
451	0.03715777942
452	0.03712615639
453	0.03707547187
454	0.03701747249
455	0.03695809281
456	0.03691075667
457	0.03681573458
458	0.03673215339
459	0.036693565
460	0.0366658907
461	0.0365789197
462	0.03653546873
463	0.03647127564
464	0.03642828162
465	0.03639475471
466	0.03634364678
467	0.03631045308
468	0.03627414221
469	0.03622552144
470	0.03617371656
471	0.03611631047
472	0.03606684981
473	0.0360167571
474	0.03595829175
475	0.03592433185
476	0.03589591073
477	0.03584987361
478	0.03582406341
479	0.0357790951
480	0.03574592078
481	0.03569988956
482	0.0356479062
483	0.03560625629
484	0.03557481248
485	0.03553001217
486	0.03549310065
487	0.03544646911
488	0.03540700889
489	0.0353343363
490	0.03530496634
491	0.03524572105
492	0.03520416357
493	0.03515082707
494	0.03512168279
495	0.0350878654
496	0.03506322897
497	0.03503028908
498	0.03498077915
499	0.0349389366
500	0.03489378516
501	0.03484382454
502	0.03481517418
503	0.03479297783
504	0.03473556677
505	0.03471164059
506	0.03467875745
507	0.03465466441
508	0.03461447465
509	0.03457801647
510	0.03453389515
511	0.0345033303
512	0.03446839248
513	0.03443814858
514	0.03439364589
515	0.03433561949
516	0.03427460842
517	0.03424840006
518	0.03415997215
519	0.03412596212
520	0.034090931
521	0.03404193941
522	0.03400000783
523	0.0339412421
524	0.03390185062
525	0.0338711576
526	0.03382927159
527	0.03374633749
528	0.03372008178
529	0.03369274155
530	0.0336563786
531	0.03361946988
532	0.03359030219
533	0.03355533717
534	0.03352511762
535	0.03347770469
536	0.03345156448
537	0.03341518594
538	0.03337546917
539	0.03335479303
540	0.03331266665
541	0.03327619267
542	0.03323613847
543	0.0331952582
544	0.03315409352
545	0.03307489905
546	0.03304415666
547	0.03301367808
548	0.03297319887
549	0.03293768461
550	0.03290920861
551	0.03287317965
552	0.0328509544
553	0.03283195819
554	0.03279462074
555	0.0327773481
556	0.03270552904
557	0.03267345532
558	0.03263746663
559	0.03259329196
560	0.03256373696
561	0.03252472157
562	0.0325014843
563	0.03246506101
564	0.0324416064
565	0.03242256745
566	0.03239976963
567	0.03235896622
568	0.03233443588
569	0.03230843597
570	0.0322770249
571	0.03224848832
572	0.03221761526
573	0.03218681983
574	0.03214251131
575	0.03210585102
576	0.0320643485
577	0.03203980344
578	0.03201423272
579	0.0319855998
580	0.03194699476
581	0.03192094629
582	0.03184990826
583	0.03181228625
584	0.0317847562
585	0.03176723791
586	0.03170709815
587	0.0316741161
588	0.03164547488
589	0.03161672061
590	0.03159661855
591	0.03156777346
592	0.03152689428
593	0.03148034259
594	0.0314448326
595	0.03141927507
596	0.03139802375
597	0.03136835165
598	0.03131894705
599	0.03129953965
600	0.03127997108
601	0.03125360628
602	0.03122449493
603	0.0312069609
604	0.03116897943
605	0.03114351677
606	0.03110313574
607	0.03107418847
608	0.03105617798
609	0.03103079942
610	0.03100544234
611	0.03097743121
612	0.03095180845
613	0.03092614621
614	0.03090003349
615	0.03087657907
616	0.03084450788
617	0.03078365822
618	0.03076392237
619	0.03073863363
620	0.03071842798
621	0.03066149078
622	0.0306425231
623	0.03061087127
624	0.03059373516
625	0.03055850957
626	0.03054049572
627	0.03051220092
628	0.03048560868
629	0.03046288706
630	0.03043444022
631	0.03041658195
632	0.03038520306
633	0.03033257947
634	0.03031364034
635	0.03027968773
636	0.03026216699
637	0.03022851759
638	0.03019991114
639	0.03017503082
640	0.0301487931
641	0.03012515418
642	0.03008298255
643	0.03005735993
644	0.03002546782
645	0.02998831665
646	0.0299598303
647	0.02993889451
648	0.02992180266
649	0.029904541
650	0.02986478562
651	0.02984012705
652	0.02982195575
653	0.02979652394
654	0.02977756423
655	0.02974568399
656	0.02973386722
657	0.02968318527
658	0.02966472069
659	0.02964437192
660	0.02961599554
661	0.02958853837
662	0.02956365783
663	0.02954076882
664	0.02950830192
665	0.02946828594
666	0.02944061011
667	0.02941961977
668	0.02940027049
669	0.02936924915
670	0.02934838828
671	0.02932572543
672	0.02930964546
673	0.02928325554
674	0.02925397369
675	0.02922149213
676	0.02920350119
677	0.02918201797
678	0.02915789375
679	0.02913336857
680	0.02911472939
681	0.02909734188
682	0.02906256196
683	0.02903991118
684	0.02900726485
685	0.02898989969
686	0.02895380495
687	0.02893960227
688	0.0289114766
689	0.02888364034
690	0.02886277612
691	0.02884610838
692	0.02882796553
693	0.02880109898
694	0.02878001515
695	0.02876255162
696	0.02874088341
697	0.02872342872
698	0.02869267481
699	0.02867077205
700	0.02861215518
701	0.02858560749
702	0.0285703644
703	0.02855094411
704	0.02852355435
705	0.02850243122
706	0.02848198025
707	0.02845156963
708	0.02841635414
709	0.02838915146
710	0.028364835
711	0.02834934706
712	0.02833337802
713	0.02831850514
714	0.02830766328
715	0.02829088687
716	0.02826732378
717	0.02824762292
718	0.02823571764
719	0.02822266651
720	0.02816891041
721	0.02815062514
722	0.02812942921
723	0.02810295063
724	0.02808717675
725	0.02805751569
726	0.02804030183
727	0.02801849552
728	0.02800273169
729	0.0279836852
730	0.02795851434
731	0.02794236404
732	0.02792550611
733	0.02790084245
734	0.02785207297
735	0.02782206401
736	0.02780974798
737	0.02779736378
738	0.02778339358
739	0.02776740173
740	0.0277410407
741	0.02772609556
742	0.02768463491
743	0.02766137586
744	0.02763438811
745	0.02761192285
746	0.02758828468
747	0.02757434242
748	0.02755163959
749	0.02752722285
750	0.02750264106
751	0.02748888703
752	0.02747586151
753	0.02745607206
754	0.02743955926
755	0.02742609916
756	0.02741108445
757	0.02739167053
758	0.02735991955
759	0.02733820312
760	0.02731002607
761	0.02729515794
762	0.02728423486
763	0.02726536098
764	0.0272493736
765	0.02722477176
766	0.02720601544
767	0.02719051741
768	0.02717733314
769	0.02717007893
770	0.02715970956
771	0.02714294897
772	0.02711993289
773	0.02710425155
774	0.02707692852
775	0.02706220487
776	0.02703891056
777	0.02701392225
778	0.02700097421
779	0.02697970882
780	0.02696009409
781	0.02694900425
782	0.02692015694
783	0.02690170938
784	0.02688817717
785	0.02687642881
786	0.02686533262
787	0.02684950696
788	0.02682533848
789	0.02679627264
790	0.02678170445
791	0.02676625868
792	0.02672586337
793	0.02671100763
794	0.02669754255
795	0.02667179602
796	0.02665074049
797	0.02663500764
798	0.02658706269
799	0.02655858739
800	0.02654088021
801	0.02652624672
802	0.02650959449
803	0.02649885157
804	0.02648306017
805	0.02646610978
806	0.02644915277
807	0.02642456014
808	0.02641551364
809	0.02639249846
810	0.02637331877
811	0.02635771223
812	0.02633292285
813	0.02631374069
814	0.02630149546
815	0.026293112
816	0.02627337055
817	0.02626023044
818	0.0262496277
819	0.02620409983
820	0.02619172966
821	0.02616365359
822	0.02614990279
823	0.02613803924
824	0.02611821581
825	0.02610389963
826	0.02609155953
827	0.02606400318
828	0.02605495428
829	0.02604277348
830	0.02603165753
831	0.02600635324
832	0.02599654751
833	0.02598490103
834	0.02596543518
835	0.02595317902
836	0.02594008017
837	0.0259265095
